sentence,label,label_name
"In 2007 , Etteplan had turnover of EUR125 .2 m.",1,neutral
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",2,positive
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,2,positive
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,1,neutral
The insurer anticipates its share in Nordea 's net profit to be significant .,2,positive
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,0,negative
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",2,positive
"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",1,neutral
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,2,positive
The desk will reach its full planned strength of ten persons in autumn 2007 .,1,neutral
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,1,neutral
"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",1,neutral
The parties have therefore agreed to leave Avena out of the deal .,1,neutral
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",2,positive
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,0,negative
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",1,neutral
"Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % .",1,neutral
"Under the agreement Benefon 's forthcoming range of TWIG integrated GPS navigation and mobile phone devices will use the jointly developed web-based tracking and location technology , in both consumer and commercial applications .",1,neutral
Sales fell abroad but increased in Finland .,1,neutral
Olvi expects sales and market share to increase in the first quarter of 2010 .,2,positive
"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region .",1,neutral
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,2,positive
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",2,positive
We offer our customers solutions based on renewable raw materials .,1,neutral
An EU law on the issue may be introduced around 2010 .,1,neutral
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,2,positive
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",2,positive
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,2,positive
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,1,neutral
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,1,neutral
Our tools are specifically designed with the needs of both the business users and ICT experts in mind .,1,neutral
"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",1,neutral
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",2,positive
The Swedish player became majority owner of UCell in mid-2007 .,1,neutral
"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",1,neutral
EBIT excluding non-recurring items was estimated to increase from 2009 .,2,positive
"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .",1,neutral
"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications .",1,neutral
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",1,neutral
"YIT acquired investment rights to a 10,000 square metre residential project in Yaroslavl and to a 16,400 square metre project in Moscow .",1,neutral
"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",2,positive
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",1,neutral
"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",1,neutral
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",0,negative
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",1,neutral
"Exports of goods fell by 59 % , and imports by 16.7 % .",0,negative
NWC ANALYSIS :,1,neutral
"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 .",1,neutral
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",1,neutral
Finnish component supplier Componenta Corporation OMX Helsinki : CTH1V said on Monday 16 June that it is changing its pricing cycle due to the increase of raw material prices .,1,neutral
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",1,neutral
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,0,negative
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,2,positive
"Additionally , information on business segments , competitors and future outlook are provided .",1,neutral
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",1,neutral
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",1,neutral
"In his current position , Manty has worked since 1996 .",1,neutral
"When the negotiations were started , Neste Oil anticipated that 450 people would be affected .",1,neutral
"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",1,neutral
"Upon completion of these transactions , Metso 's stake will amount to more than 60 % .",1,neutral
"Previously , it projected the figure to be slightly lower than in 2009 .",1,neutral
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,1,neutral
The customers will have an access to integrated propeller and gear packages from one source .,1,neutral
"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",1,neutral
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",2,positive
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,2,positive
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",2,positive
